,,,FAB-100,,,FAB-250,,,FAB-500,,
Angle,Speed,Height,Loft Time(s),Loft Dist(m),Pipper Adj,Loft Time(s),Loft Dist(m),Pipper Adj,Loft Time(s),Loft Dist(m),Pipper Adj
-30,500,4400,23.87,2852.111953,27.04839992,23.82,2855.921042,27.01348763,23.83,2856.532841,27.00788274
-30,500,4800,25.18,3007.66104,27.92890437,25.13,3012.507726,27.88738072,25.14,3013.056976,27.88267744
-30,500,5200,26.44,3157.198893,28.73581718,26.39,3163.08078,28.68848786,26.39,3162.37706,28.69414793
-30,600,400,3.92,565.0726716,5.29366764,3.91,564.0086077,5.344610283,3.91,563.9862871,5.345680264
-30,600,500,4.72,680.2127693,6.318271555,4.71,679.3194491,6.354210876,4.71,679.2870217,6.355516621
-30,600,600,5.47,788.1008461,7.282884698,5.47,788.8370989,7.257101933,5.47,788.7933185,7.258634222
-30,600,800,6.87,989.3478057,8.959471818,6.87,990.5100344,8.926586641,6.87,990.4409027,8.928541412
-30,600,1000,8.16,1174.617777,10.40910523,8.15,1174.817912,10.40428713,8.15,1174.720617,10.40662931
-30,600,1200,9.35,1345.388607,11.73090697,9.34,1346.100153,11.7158587,9.34,1345.972474,11.71855829
-30,600,1400,10.47,1505.995981,12.91106689,10.46,1507.249538,12.88729501,10.46,1507.089636,12.89032614
-30,600,1600,11.52,1656.465274,14.00662299,11.51,1658.278349,13.97530319,11.51,1658.085165,13.97863864
-30,600,2000,13.49,1938.515487,15.89437682,13.47,1940.074372,15.87135941,13.47,1939.811238,15.87524341
-30,600,2400,15.29,2195.94313,17.54222553,15.27,2198.727983,17.50605869,15.27,2198.391909,17.51042105
-30,600,2800,16.97,2435.971289,18.97706538,16.94,2438.587158,18.94661189,16.94,2438.176283,18.95139335
-30,600,3200,18.55,2661.511133,20.24894982,18.51,2663.986857,20.2227577,18.52,2664.932372,20.21275981
-30,600,3600,20.04,2874.035986,21.39811673,20,2877.817333,21.36137986,20,2877.252428,21.36686568
-30,600,4000,21.45,3075.010679,22.44862173,21.41,3080.09802,22.40284743,21.41,3079.455333,22.40862702
-30,600,4400,22.81,3268.725609,23.39163145,22.76,3273.709237,23.34983692,22.76,3272.988257,23.35588051
-30,600,4800,24.11,3453.788041,24.26350545,24.05,3458.664574,24.2251712,24.06,3459.294355,24.22022321
-30,600,5200,25.36,3631.639034,25.06985513,25.3,3637.8349,25.02399366,25.3,3636.957401,25.03048574
-30,700,400,3.51,590.2710387,4.123718478,3.51,590.67985,4.10529902,3.51,590.6555479,4.106393488
-30,700,500,4.25,714.5144973,4.983400483,4.25,715.1132736,4.960858296,4.25,715.0776724,4.96219787
-30,700,600,4.96,833.6556695,5.743380983,4.95,832.789637,5.771620704,4.95,832.7413883,5.773195142
-30,700,800,6.28,1054.989533,7.173091822,6.27,1054.612399,7.182955146,6.27,1054.53516,7.184975787
-30,700,1000,7.5,1259.364444,8.451378611,7.5,1261.216633,8.410378214,7.5,1261.106419,8.412815869
-30,700,1200,8.65,1451.847518,9.57485761,8.64,1452.624296,9.559809023,8.64,1452.478521,9.562632398
-30,700,1400,9.73,1632.470776,10.61625006,9.71,1632.210505,10.62076454,9.71,1632.027049,10.62394715
-30,700,1600,10.75,1802.933998,11.58720755,10.73,1803.343587,11.58074629,10.73,1803.120354,11.58426758
-30,700,2000,12.66,2121.811942,13.30723006,12.64,2123.640998,13.28258919,12.64,2123.333376,13.28673188
-30,700,2400,14.42,2415.287526,14.81809855,14.39,2416.934084,14.7985757,14.39,2416.538294,14.80326727
-30,700,2800,16.06,2688.456827,16.16427506,16.03,2691.645526,16.130344,16.03,2691.157977,16.13552953
-30,700,3200,17.61,2946.38103,17.36286324,17.57,2949.484799,17.33280218,17.58,2950.574236,17.3222575
-30,700,3600,19.08,3190.777173,18.44856266,19.03,3193.825856,18.42140005,19.04,3194.81867,18.41255937
-30,700,4000,20.47,3421.697789,19.4555115,20.43,3428.032344,19.40315705,20.43,3427.258567,19.40954785
-30,700,4400,21.81,3644.147489,20.36792446,21.76,3650.454361,20.31924611,21.76,3649.583699,20.32596205
-30,700,4800,23.09,3856.506991,21.2202482,23.03,3862.779931,21.17477309,23.04,3863.478622,21.16971158
-30,700,5200,24.33,4062.105096,22.00396968,24.26,4068.357857,21.96120857,24.27,4068.958364,21.95710447
-30,800,400,3.17,609.2275099,3.287668323,3.17,609.6610918,3.268969513,3.17,609.6353166,3.270080583
-30,800,500,3.86,741.6154105,3.988002514,3.86,742.2568379,3.965046548,3.86,742.2186988,3.966410742
-30,800,600,4.52,868.1744142,4.64855905,4.52,869.052186,4.621483347,4.52,868.9999815,4.62309261
-30,800,800,5.77,1107.674823,5.838082226,5.76,1107.180675,5.850217967,5.76,1107.09616,5.852294261
-30,800,1000,6.93,1329.705504,6.944857481,6.92,1329.836669,6.942142748,6.92,1329.715024,6.944660429
-30,800,1200,8.02,1538.142207,7.959998992,8.01,1538.961323,7.945206203,8.01,1538.798782,7.948140828
-30,800,1400,9.06,1736.842531,8.870912377,9.05,1738.407768,8.845697378,9.05,1738.200835,8.849029366
-30,800,1600,10.05,1925.834213,9.720100508,10.03,1926.273584,9.71367618,10.03,1926.020163,9.717381405
-30,800,2000,11.9,2278.604535,11.2744021,11.88,2280.724169,11.24799179,11.88,2280.370801,11.25239278
-30,800,2400,13.61,2604.23666,12.66289872,13.59,2608.134797,12.62019447,13.59,2607.675483,12.62522269
-30,800,2800,15.22,2910.451509,13.89192364,15.19,2914.303731,13.85406019,15.19,2913.734039,13.85965642
-30,800,3200,16.74,3199.233708,15.00686102,16.7,3203.098559,14.97227369,16.7,3202.415234,14.97838586
-30,800,3600,18.18,3472.552424,16.03235968,18.13,3476.465356,16.00011722,18.13,3475.666508,16.00669686
-30,800,4000,19.55,3732.362295,16.98236852,19.5,3738.249487,16.93732237,19.5,3737.333,16.94433057
-30,800,4400,20.87,3982.48851,17.85140792,20.81,3988.474233,17.80859193,20.81,3987.439458,17.81598955
-30,800,4800,22.13,4221.0879,18.67181875,22.07,4229.06586,18.61816191,22.07,4227.912261,18.62591513
-30,800,5200,23.35,4451.963344,19.43162076,23.28,4460.042554,19.38029215,23.29,4460.671386,19.37630038
-30,900,400,2.89,624.7999123,2.627573085,2.88,623.1045403,2.698306631,2.88,623.0769898,2.699458332
-30,900,500,3.53,762.9210531,3.239863887,3.53,763.6162238,3.215944023,3.53,763.5748778,3.217365829
-30,900,600,4.15,896.6424437,3.788976116,4.14,895.4413758,3.824482175,4.14,895.3845741,3.826162979
-30,900,800,5.32,1148.765919,4.853333509,5.31,1148.179061,4.867064881,5.31,1148.085834,4.869247064
-30,900,1000,6.42,1385.543369,5.819434486,6.42,1387.826454,5.774680506,6.42,1387.690506,5.777342709
-30,900,1200,7.47,1611.324246,6.676126666,7.46,1612.248773,6.660384195,7.46,1612.065729,6.663500081
-30,900,1400,8.46,1823.999254,7.507831435,8.45,1825.782109,7.48079855,8.45,1825.547976,7.484346741
-30,900,1600,9.41,2027.897415,8.273247326,9.4,2030.59795,8.236174459,9.4,2030.309148,8.240136228
-30,900,2000,11.2,2411.609418,9.669653898,11.18,2414.129006,9.640258112,11.18,2413.723408,9.644987727
-30,900,2400,12.87,2769.058586,10.91614645,12.84,2771.543536,10.89071167,12.85,2773.162224,10.87415757
-30,900,2800,14.44,3104.65315,12.04641835,14.41,3109.357712,12.00327403,14.41,3108.694635,12.00935057
-30,900,3200,15.92,3420.636142,13.09129474,15.88,3425.475468,13.05088572,15.89,3426.8228,13.03964615
-30,900,3600,17.34,3723.477251,14.03405789,17.29,3728.529785,13.99523376,17.29,3727.592295,14.0024334
-30,900,4000,18.69,4011.11977,14.9204711,18.63,4016.408218,14.88272549,18.64,4017.471759,14.87514063
-30,900,4400,19.98,4285.751495,15.75359969,19.92,4293.428055,15.70234858,19.92,4292.207576,15.7104909
-30,900,4800,21.23,4551.656747,16.52119322,21.16,4559.612848,16.47122987,21.17,4560.387389,16.46637027
-30,900,5200,22.43,4806.762921,17.25040186,22.36,4817.123408,17.18890577,22.36,4815.616439,17.197843
-30,1000,400,2.64,634.1133968,2.243811033,2.64,634.6153049,2.223358477,2.64,634.5854575,2.2245741
-30,1000,500,3.24,777.9616049,2.729067489,3.24,778.715973,2.703815362,3.24,778.6710993,2.705316518
-30,1000,600,3.82,916.9213594,3.199277012,3.82,917.967884,3.169338817,3.82,917.9056139,3.171118854
-30,1000,800,4.93,1182.607415,4.077224083,4.92,1181.944889,4.092126568,4.92,1181.841955,4.094442927
-30,1000,1000,5.98,1433.628678,4.896956261,5.97,1433.775794,4.894197579,5.97,1433.624766,4.897029613
-30,1000,1200,6.98,1672.426878,5.660202084,6.96,1671.087394,5.681949695,6.96,1670.882902,5.685271818
-30,1000,1400,7.93,1899.047109,6.398078943,7.91,1898.694551,6.403160082,7.91,1898.43146,6.406952599
-30,1000,1600,8.84,2115.912407,7.095659127,8.83,2119.007102,7.055381519,8.83,2118.68055,7.059628067
-30,1000,2000,10.57,2527.63425,8.352937894,10.55,2530.625482,8.319968146,10.55,2530.163375,8.325058416
-30,1000,2400,12.19,2912.539614,9.489311795,12.16,2915.610805,9.459679173,12.16,2915.00256,9.465544922
-30,1000,2800,13.72,3275.524491,10.52464738,13.68,3278.815049,10.49623497,13.68,3278.052665,10.50281485
-30,1000,3200,15.17,3619.078619,11.48320896,15.13,3625.067846,11.4361999,15.13,3624.144499,11.44344151
-30,1000,3600,16.55,3945.667483,12.37711062,16.5,3952.034745,12.33111466,16.5,3950.948083,12.33895878
-30,1000,4000,17.88,4260.08548,13.19652247,17.82,4266.904257,13.15079784,17.82,4265.650157,13.15920161
-30,1000,4400,19.15,4560.048407,13.97666589,19.08,4567.329876,13.93098801,19.09,4568.283122,13.92501373
-30,1000,4800,20.38,4850.31499,14.70127291,20.3,4858.097115,14.65534833,20.31,4858.878328,14.65074227
-30,1000,5200,21.56,5128.593289,15.39610796,21.48,5139.231231,15.33675172,21.49,5139.839805,15.33335975
-30,1100,400,2.44,644.6139658,1.820694713,2.44,645.1592626,1.798993471,2.44,645.1268304,1.800283441
-30,1100,500,3,792.2639364,2.25613868,3,793.0859955,2.229326247,3,793.0370866,2.230920355
-30,1100,600,3.54,934.5382045,2.701612236,3.54,935.6798432,2.669818867,3.54,935.6118995,2.671709484
-30,1100,800,4.59,1210.896644,3.451441456,4.58,1210.168415,3.4672958,4.58,1210.05519,3.469762038
-30,1100,1000,5.58,1471.12341,4.206009053,5.57,1471.295524,4.202892747,5.57,1471.128804,4.205911375
-30,1100,1200,6.53,1720.531132,4.894194794,6.52,1721.723214,4.87557681,6.52,1721.495803,4.879127176
-30,1100,1400,7.45,1961.78284,5.51304273,7.43,1961.472741,5.517325502,7.43,1961.178797,5.521385995
-30,1100,1600,8.33,2192.295339,6.123039896,8.31,2193.195924,6.111834955,8.31,2192.829967,6.116387409
-30,1100,2000,10,2629.092957,7.260924485,9.97,2629.99456,7.25145854,9.97,2629.473054,7.256933334
-30,1100,2400,11.57,3038.989065,8.299431673,11.53,3040.118325,8.289078607,11.54,3042.052103,8.271360723
-30,1100,2800,13.05,3424.767536,9.268530922,13.01,3428.902299,9.234658381,13.02,3430.65395,9.220323392
-30,1100,3200,14.47,3794.363179,10.14281958,14.42,3799.03513,10.10807658,14.42,3797.978946,10.11592653
-30,1100,3600,15.82,4145.291579,10.97285145,15.77,4153.191599,10.91885207,15.77,4151.942617,10.92738149
-30,1100,4000,17.12,4482.828768,11.74233267,17.06,4491.419117,11.68784802,17.06,4489.974377,11.69700322
-30,1100,4400,18.37,4807.054142,12.46853812,18.3,4816.379712,12.41323713,18.3,4814.736876,12.42297074
-30,1100,4800,19.57,5118.066826,13.16318609,19.5,5130.736338,13.09250854,19.5,5128.893934,13.10277493
-30,1100,5200,20.74,5421.108191,13.80739973,20.66,5434.532839,13.73660986,20.66,5432.492192,13.74735869
-30,1200,400,2.26,651.266285,1.557750902,2.26,651.8545626,1.534685691,2.26,651.8195686,1.53605689
-30,1200,500,2.79,803.6718742,1.887579555,2.78,801.6848756,1.951231384,2.78,801.6320835,1.952925632
-30,1200,600,3.3,950.2117739,2.269878698,3.29,948.5786162,2.314389572,3.29,948.5048804,2.316401786
-30,1200,800,4.28,1231.486633,3.008613277,4.28,1233.570663,2.964370887,4.28,1233.44652,2.967003393
-30,1200,1000,5.23,1503.764548,3.623815686,5.22,1503.983363,3.619971842,5.22,1503.799665,3.623198748
-30,1200,1200,6.14,1764.229397,4.222897006,6.13,1765.595978,4.202268924,6.13,1765.343954,4.20607149
-30,1200,1400,7.01,2012.934502,4.818690952,7,2015.556886,4.783732387,7,2015.230002,4.788086673
-30,1200,1600,7.86,2255.632531,5.349427189,7.84,2256.760045,5.335916443,7.84,2256.35223,5.340802163
-30,1200,2000,9.47,2714.580883,6.381376503,9.44,2715.830543,6.368784498,9.44,2715.24588,6.374674832
-30,1200,2400,10.99,3147.010326,7.330178575,10.96,3151.520921,7.290616364,10.96,3150.741759,7.29744523
-30,1200,2800,12.44,3558.784343,8.195156256,12.39,3561.061395,8.177347915,12.4,3562.934454,8.162709674
-30,1200,3200,13.82,3950.055921,9.011454879,13.77,3955.968074,8.969548131,13.77,3954.767155,8.978054404
-30,1200,3600,15.14,4323.794096,9.780835998,15.08,4330.598352,9.736540741,15.08,4329.175896,9.74579403
-30,1200,4000,16.41,4682.968279,10.50259794,16.34,4690.739724,10.45568606,16.35,4691.939549,10.44845141
-30,1200,4400,17.63,5027.713071,11.19077245,17.56,5039.303098,11.12540082,17.56,5037.428127,11.13596472
-30,1200,4800,18.82,5363.750529,11.82524064,18.73,5373.493378,11.77357524,18.74,5374.237235,11.76963491
-30,1200,5200,19.97,5688.363596,12.43189763,19.87,5699.047413,12.37836234,19.88,5699.566881,12.37576214
-40,400,400,4.33,368.1878174,7.371377,4.33,368.3762851,7.356766377,4.33,368.3650841,7.357634522
-40,400,500,5.18,440.3742488,8.628062595,5.18,440.6464924,8.610498768,5.18,440.6303103,8.611542493
-40,400,600,5.98,508.2856993,9.730635931,5.98,508.6516025,9.710299631,5.98,508.6298505,9.71150823
-40,400,800,7.45,632.9989712,11.64723845,7.44,632.72554,11.65928361,7.44,632.6913807,11.66078867
-40,400,1000,8.78,745.7509443,13.28623029,8.78,746.5605184,13.2564341,8.78,746.5123689,13.25820558
-40,400,1200,10.02,850.8001536,14.66335432,10.01,851.0159626,14.65649775,10.01,850.9527652,14.65850551
-40,400,1400,11.17,948.1622938,15.89183379,11.16,948.6472214,15.87823057,11.16,948.5680367,15.88045156
-40,400,1600,12.25,1039.543583,16.98762373,12.24,1040.309249,16.96834813,12.24,1040.213379,16.97076119
-40,400,2000,14.26,1209.47524,18.83706819,14.24,1209.987084,18.82633267,14.25,1210.703639,18.81130757
-40,400,2400,16.1,1364.881926,20.37307549,16.08,1366.016318,20.3526163,16.08,1365.848356,20.35564504
-40,400,2800,17.8,1508.341333,21.68894951,17.78,1510.113755,21.66084584,17.78,1509.907852,21.66410989
-40,400,3200,19.4,1643.254998,22.81872237,19.37,1644.836338,22.7963214,19.37,1644.591762,22.79978543
-40,400,3600,20.91,1770.488093,23.81193685,20.87,1771.88919,23.7939835,20.88,1772.450683,23.78679021
-40,400,4000,22.34,1890.902035,24.69870399,22.3,1892.973561,24.67445614,22.3,1892.64991,24.67824394
-40,400,4400,23.71,2006.192127,25.48925515,23.66,2008.097563,25.46871682,23.67,2008.57818,25.46353741
-40,400,4800,25.02,2116.372339,26.20679453,24.97,2118.957736,26.18096172,24.97,2118.553704,26.18499806
-40,400,5200,26.27,2221.456878,26.86766924,26.23,2225.559471,26.82945267,26.23,2225.114887,26.83359302
-40,500,400,3.73,396.4408017,5.256046255,3.73,396.6541173,5.240636217,3.73,396.6414391,5.241551866
-40,500,500,4.51,479.2352732,6.214777453,4.5,478.4860129,6.259560244,4.5,478.4674734,6.260669189
-40,500,600,5.24,556.6879525,7.144432006,5.24,557.1126635,7.122644718,5.24,557.0874141,7.123939561
-40,500,800,6.61,701.9534224,8.734933231,6.6,701.572116,8.75036656,6.6,701.531774,8.751999824
-40,500,1000,7.86,834.3913854,10.15867065,7.86,835.3587583,10.12600957,7.86,835.3012181,10.12795141
-40,500,1200,9.03,958.2637039,11.39077746,9.03,959.5456216,11.35342283,9.03,959.4693545,11.35564414
-40,500,1400,10.14,1075.703704,12.46277319,10.13,1076.264483,12.44834533,10.13,1076.168206,12.45082196
-40,500,1600,11.18,1185.668978,13.4599597,11.17,1186.58348,13.43882596,11.17,1186.466178,13.44153612
-40,500,2000,13.12,1390.622428,15.18867768,13.1,1391.22663,15.17701125,13.1,1391.065044,15.18013096
-40,500,2400,14.9,1578.481201,16.66706046,14.88,1579.8715,16.64389782,14.88,1579.663198,16.64736739
-40,500,2800,16.56,1753.514091,17.94293678,16.54,1755.719875,17.91052719,16.54,1755.46306,17.9142994
-40,500,3200,18.13,1918.915675,19.05052116,18.1,1920.907496,19.02429742,18.1,1920.600868,19.02833346
-40,500,3600,19.61,2074.716722,20.04471378,19.57,2076.508031,20.02331696,19.57,2076.150906,20.02758201
-40,500,4000,21.01,2221.995934,20.94787283,20.98,2225.704721,20.90729176,20.98,2225.295873,20.91176375
-40,500,4400,22.36,2363.919501,21.75288774,22.32,2367.45128,21.71721096,22.32,2366.9906,21.72186323
-40,500,4800,23.65,2499.457394,22.49309244,23.6,2502.813691,22.46158445,23.61,2503.355394,22.45650078
-40,500,5200,24.89,2629.672596,23.17399019,24.84,2633.909533,23.1368256,24.84,2633.344602,23.14177952
-40,600,400,3.26,415.7695158,3.892561972,3.26,416.0010066,3.876628023,3.26,415.9872478,3.877574806
-40,600,500,3.96,504.9272061,4.719078305,3.96,505.2692913,4.699677103,3.96,505.2489562,4.700830027
-40,600,600,4.64,591.4971516,5.408871358,4.63,590.6927217,5.447854339,4.64,591.9395288,5.387455847
-40,600,800,5.9,751.8016203,6.779013624,5.9,752.5634826,6.75005209,5.9,752.5181746,6.751773663
-40,600,1000,7.08,901.8050866,7.955698518,7.08,902.9032656,7.921016822,7.08,902.8379398,7.923078825
-40,600,1200,8.19,1042.802721,9.009284961,8.18,1042.999356,9.003936261,8.18,1042.912134,9.0063087
-40,600,1400,9.24,1176.084698,9.967708485,9.23,1176.68174,9.953386427,9.23,1176.570729,9.956048935
-40,600,1600,10.23,1301.669223,10.87015405,10.22,1302.685571,10.84826045,10.22,1302.549634,10.85118794
-40,600,2000,12.1,1538.670192,12.42765279,12.08,1539.317156,12.41601165,12.08,1539.127913,12.41941642
-40,600,2400,13.83,1757.684248,13.78212971,13.81,1759.290984,13.75717094,13.81,1759.044682,13.76099592
-40,600,2800,15.44,1961.303944,14.99007612,15.42,1963.907312,14.95435427,15.42,1963.601693,14.95854617
-40,600,3200,16.97,2154.626156,16.04680252,16.94,2156.999658,16.0175718,16.94,2156.632677,16.02209001
-40,600,3600,18.41,2336.428681,17.0161079,18.38,2339.855638,16.97774766,18.38,2339.425934,16.98255579
-40,600,4000,19.79,2510.521522,17.88636937,19.75,2513.759403,17.85310898,19.75,2513.266089,17.85817487
-40,600,4400,21.11,2676.929969,18.68395425,21.07,2681.257723,18.64284144,21.07,2680.699489,18.64814254
-40,600,4800,22.38,2836.932307,19.41574215,22.33,2841.095204,19.37892933,22.33,2840.472084,19.38443785
-40,600,5200,23.6,2990.548765,20.09655424,23.55,2995.812861,20.05298723,23.55,2995.124114,20.05868532
-40,700,400,2.89,429.9989583,2.930038564,2.88,428.7567404,3.012711082,2.88,428.7422403,3.013677615
-40,700,500,3.53,525.0952804,3.597626443,3.52,523.9740881,3.658791096,3.52,523.9524366,3.659973607
-40,700,600,4.14,615.6909204,4.260524542,4.14,616.1944584,4.23711272,4.14,616.1645204,4.238504127
-40,700,800,5.32,790.8224549,5.330538939,5.31,790.1662282,5.354319208,5.31,790.1170434,5.356102347
-40,700,1000,6.42,953.9415527,6.350330069,6.41,953.662177,6.358711874,6.42,955.0762317,6.316311568
-40,700,1200,7.46,1108.041641,7.28160553,7.46,1109.666273,7.239762831,7.46,1109.569597,7.242251154
-40,700,1400,8.46,1256.103431,8.101014104,8.45,1256.702765,8.087428007,8.45,1256.579038,8.090232267
-40,700,1600,9.41,1396.662779,8.881829335,9.39,1396.266002,8.889894277,9.4,1397.597224,8.862843475
-40,700,2000,11.2,1661.245798,10.28620152,11.18,1661.90276,10.27506646,11.18,1661.687795,10.27870957
-40,700,2400,12.86,1906.31756,11.53991967,12.84,1908.102921,11.51379506,12.84,1907.820847,11.51792129
-40,700,2800,14.43,2137.845319,12.63768024,14.4,2139.348448,12.61825443,14.4,2138.995588,12.62281374
-40,700,3200,15.91,2355.883655,13.6389927,15.88,2358.627922,13.6071409,15.88,2358.201208,13.61209192
-40,700,3600,17.32,2563.419486,14.54681591,17.28,2565.964159,14.51995102,17.28,2565.461959,14.52525148
-40,700,4000,18.66,2760.492769,15.38954294,18.62,2764.334369,15.35228541,18.62,2763.754939,15.35790284
-40,700,4400,19.96,2951.530097,16.14620034,19.91,2955.230917,16.1129774,19.91,2954.572704,16.1188844
-40,700,4800,21.2,3133.631104,16.86189818,21.15,3138.666667,16.81977312,21.15,3137.92892,16.82594222
-40,700,5200,22.4,3309.744843,17.52367951,22.35,3316.128704,17.47364748,22.35,3315.310531,17.48005661
-40,800,400,2.58,438.7062058,2.357680442,2.58,438.9607543,2.341134103,2.58,438.9456246,2.34211728
-40,800,500,3.17,538.8933195,2.85600426,3.17,539.2768622,2.835679747,3.17,539.2540611,2.83688758
-40,800,600,3.74,635.6360021,3.348035581,3.73,634.4694514,3.400575198,3.73,634.4379311,3.401996235
-40,800,800,4.82,818.8083431,4.33433121,4.82,819.691323,4.303463504,4.82,819.6388003,4.305298667
-40,800,1000,5.86,995.0359182,5.142564026,5.85,994.6405522,5.153949042,5.85,994.5633207,5.156173535
-40,800,1200,6.84,1160.954179,5.94747997,6.83,1161.028103,5.94565688,6.83,1160.923003,5.948248879
-40,800,1400,7.78,1319.971199,6.685308316,7.77,1320.561493,6.672521756,7.77,1320.425702,6.675462698
-40,800,1600,8.68,1472.104837,7.383910841,8.67,1473.249347,7.361723094,8.67,1473.080588,7.364993699
-40,800,2000,10.39,1760.84832,8.638529446,10.37,1761.510499,8.627844737,10.37,1761.270086,8.63172355
-40,800,2400,11.99,2030.659772,9.765164546,11.97,2032.64004,9.737624362,11.97,2032.321207,9.742056961
-40,800,2800,13.51,2286.668143,10.76261477,13.48,2288.368373,10.7417496,13.48,2287.966137,10.74668471
-40,800,3200,14.94,2527.258142,11.69944399,14.91,2530.419581,11.66459951,14.91,2529.930344,11.66998955
-40,800,3600,16.31,2757.521895,12.54866861,16.27,2760.511736,12.51869128,16.28,2761.62087,12.50757677
-40,800,4000,17.63,2979.174613,13.32149302,17.58,2982.044728,13.29505913,17.58,2981.373379,13.30124066
-40,800,4400,18.89,3190.581597,14.0529243,18.84,3195.035349,14.01493295,18.84,3194.269664,14.02146178
-40,800,4800,20.11,3395.118388,14.7276069,20.05,3399.500147,14.69275986,20.06,3400.323331,14.68621663
-40,800,5200,21.29,3592.811057,15.35842762,21.22,3597.139292,15.3261598,21.23,3597.865141,15.32075092
-40,900,400,2.33,445.700514,1.906821964,2.33,445.9693586,1.889648046,2.33,445.9533764,1.890668678
-40,900,500,2.87,548.8480308,2.333488756,2.87,549.2554686,2.312322616,2.87,549.2312421,2.31358069
-40,900,600,3.4,650.0313896,2.708010957,3.39,648.6908027,2.766969348,3.39,648.657031,2.768456305
-40,900,800,4.41,842.7053658,3.510818635,4.4,841.7537571,3.543144208,4.4,841.6969506,3.545075105
-40,900,1000,5.37,1025.66337,4.274151798,5.37,1027.082746,4.234547904,5.37,1026.998262,4.236903623
-40,900,1200,6.3,1202.739699,4.934669102,6.29,1202.780164,4.933705308,6.29,1202.664474,4.936460929
-40,900,1400,7.19,1372.050986,5.577661197,7.17,1370.767899,5.60445837,7.18,1372.525512,5.567756976
-40,900,1600,8.04,1533.619613,6.213531867,8.03,1534.870999,6.190186178,8.03,1534.683288,6.193686925
-40,900,2000,9.68,1844.98603,7.308679112,9.66,1845.727761,7.297201434,9.66,1845.457514,7.301382802
-40,900,2400,11.21,2135.052724,8.343538872,11.19,2137.310108,8.313469671,11.19,2136.949642,8.318269321
-40,900,2800,12.67,2411.484267,9.263509011,12.64,2413.471112,9.240174837,12.64,2413.014204,9.245539461
-40,900,3200,14.06,2674.348555,10.11335136,14.03,2678.049374,10.07435983,14.03,2677.490342,10.08024691
-40,900,3600,15.39,2925.593276,10.90045399,15.35,2929.173131,10.86615706,15.36,2930.406926,10.85434438
-40,900,4000,16.67,3167.151671,11.62824424,16.63,3172.565612,11.58060973,16.63,3171.792114,11.58741151
-40,900,4400,17.91,3400.943274,12.29806949,17.85,3404.451763,12.26948054,17.86,3405.462693,12.26124706
-40,900,4800,19.1,3625.129181,12.93861147,19.04,3630.540082,12.89750495,19.04,3629.54292,12.90507702
-40,900,5200,20.25,3841.620998,13.54400199,20.18,3847.056234,13.50527878,20.19,3847.83758,13.49971528
-40,1000,400,2.13,452.6822119,1.464525293,2.12,450.8465613,1.580073457,2.12,450.829503,1.581149686
-40,1000,500,2.62,556.6631656,1.930475323,2.62,557.1005534,1.908104587,2.62,557.0745429,1.909434379
-40,1000,600,3.11,660.5855433,2.248400266,3.11,661.2008122,2.221854178,3.11,661.1642148,2.223432431
-40,1000,800,4.05,859.7844881,2.937130601,4.05,860.824518,2.902589161,4.05,860.7626266,2.904643444
-40,1000,1000,4.95,1050.308698,3.594407861,4.95,1051.857242,3.552253694,4.95,1051.765048,3.554761551
-40,1000,1200,5.82,1234.299851,4.192742573,5.82,1236.433461,4.143285455,5.82,1236.30638,4.146228745
-40,1000,1400,6.67,1413.889718,4.71718304,6.65,1412.443771,4.746494173,6.66,1414.397414,4.70689859
-40,1000,1600,7.48,1584.875311,5.272090512,7.47,1586.256727,5.247132208,7.47,1586.048689,5.250889498
-40,1000,2000,9.04,1913.7646,6.262243801,9.02,1914.605388,6.249672578,9.02,1914.304155,6.254175913
-40,1000,2400,10.51,2223.197723,7.190062141,10.49,2225.770718,7.157021295,10.49,2225.366322,7.16221197
-40,1000,2800,11.92,2519.574888,8.017593925,11.89,2521.913315,7.99116406,11.89,2521.397867,7.996987982
-40,1000,3200,13.26,2800.876267,8.805189951,13.23,2805.184379,8.761543037,13.23,2804.551476,8.767951539
-40,1000,3600,14.55,3071.359824,9.53066463,14.51,3075.617638,9.491468694,14.51,3074.863009,9.498412205
-40,1000,4000,15.8,3333.166307,10.19584089,15.75,3337.459418,10.15956684,15.75,3336.578209,10.16700937
-40,1000,4400,17,3584.258066,10.83359836,16.94,3588.625639,10.79942754,16.94,3587.615752,10.8073257
-40,1000,4800,18.16,3826.765449,11.4366481,18.09,3831.245272,11.40396912,18.1,3832.206447,11.3969615
-40,1000,5200,19.29,4062.804332,11.99918531,19.21,4067.442209,11.96746735,19.22,4068.268435,11.96181975
-40,1100,400,1.95,455.8370262,1.267165204,1.95,456.145792,1.247932131,1.95,456.1274328,1.249075314
-40,1100,500,2.41,563.1955974,1.598381465,2.41,563.6659981,1.574633316,2.41,563.6380207,1.576045132
-40,1100,600,2.86,668.1573552,1.923587411,2.86,668.8182707,1.895428683,2.86,668.778952,1.897103017
-40,1100,800,3.74,873.237243,2.493775407,3.74,874.3625843,2.457023797,3.74,874.2956019,2.45920988
-40,1100,1000,4.59,1071.10382,3.033729977,4.58,1070.458211,3.050962429,4.58,1070.358148,3.053634277
-40,1100,1200,5.41,1261.783428,3.562348457,5.4,1261.78614,3.562286977,5.4,1261.647563,3.565429477
-40,1100,1400,6.21,1447.622117,4.04190519,6.2,1448.354689,4.027419751,6.2,1448.172699,4.031017598
